Name_Category,ESM356_H_1_1,ESM356_H_1_2,ESM356_H_2_1,ESM356_H_2_2,ESM356_H_3_1,ESM356_H_3_2,ESM356_D_1_1,ESM356_D_1_2,ESM356_D_2_1,ESM356_D_2_2,ESM356_D_3_1,ESM356_D_3_2,CDC48_H_1_1,CDC48_H_1_2,CDC48_H_2_1,CDC48_H_2_2,CDC48_H_3_1,CDC48_H_3_2,CDC48_D_1_1,CDC48_D_1_2,CDC48_D_2_1,CDC48_D_2_2,CDC48_D_3_1,CDC48_D_3_2
YLL050C,319796.44,329552.47,327404.25,339414.97,348529.84,329485.25,360973.34,325336.75,341410.8,345147.7,328274.25,331060.62,334822.1,333319.84,311389.1,300649.3,314772.12,321312.25,318042.6,316674.38,337902.62,320591,317889.38,321318.5
YCL040W,225885.44,239555.56,240842.19,243141.4,261351.44,236480.05,299062.97,263682.25,252884.86,263921.44,237868.33,260544.12,253684.39,243207.48,231956.94,232086.25,238693.53,241446.03,237022.28,250780.5,264183.72,258357.75,246433,238959.3
YMR143W,180113.88,174961.31,174632.08,174850.06,165703.28,170522.47,183147.08,182090.89,194034.06,172622.66,184159,179863.19,168596.38,138617.53,185552.69,151874.89,181258.2,175867.03,154626.69,159703.97,153038,168414.72,175612.36,162091.86
YOR293W,107767.7,118186.234,119226.4,116063.164,112148.39,108028.28,115305.27,128990.77,112728.84,119789.36,108322.2,115665.39,113358.96,98221.52,125022.65,105088.44,129690.336,126963.43,111385.4,112544.67,103578.055,117751.25,108924.75,109490.17
YLL048C,10418.006,12127.373,10964.897,12308.996,10290.303,10287.641,12660.529,11112.229,10076.687,12020.083,9724.242,10737.183,10326.897,10882.711,11418.93,9620.109,10895.098,11922.75,10439.931,10213.404,10128.653,9716.219,10620.464,10458.639
YNL248C,5307.7773,5627.05,6032.825,6333.623,5504.601,5606.9004,5969.768,5595.21,5425.202,5882.873,4976.427,5160.2803,5678.3486,5363.3965,5330.5703,5191.905,5603.085,5607.924,4107.4995,4985.097,4951.353,5585.8076,5662.061,5622.8345
YDL182W,41359.84,41106.52,40552.543,40246.656,41035.465,42753.043,37099.14,37832.69,34166.023,35636.16,33828.082,35019.434,39380.57,39140.73,34413.86,35451.215,37042.668,39509.87,34815.188,37545.15,36942.9,41298.64,38869.29,39846.832
YMR099C,69382.58,69517.06,73587.34,77867.14,74053.234,78488.91,73369.21,71346.945,63052.152,66460.33,62170.42,60926.63,68986.766,73581.52,70376.53,68171.77,70872.54,72818.11,69394.8,67889,70989.58,68418.58,65814.2,69651.47
YDL131W,44671.53,46396.547,46304.12,45903.938,44429.12,44025.598,43122.562,44070.836,38794.508,40396.58,38757.145,40452.18,42501.285,41196.777,40209.254,40676.8,42489.23,43859.125,39208.957,39777.64,39203.016,40503.047,40676.566,41464.57
YKR016W,16570.035,17545.43,19168.406,18245.7,18272.174,18248.848,17973.65,18664.668,15949.974,16556.412,16734.316,16571.926,16262.383,17317.494,16291.452,16801.809,17194.854,17832.338,15239.773,15453.905,16573.441,16041.956,16037.043,17423.723
YHR158C,9285.494,9254.162,10071.507,10282.446,9110.282,9636.2705,9118.778,10090.66,9039.705,9065.903,8530.377,9013.926,9201.137,9752.219,8943.639,9183.32,8561.012,9189.65,8449.44,8434.867,8391.672,9085.787,8561.086,9285.533
YPR129W,16791.432,17146.328,17139.684,18170.05,15622.144,18405.082,17042.365,18411.016,14007.428,16772.707,16507.992,15277.189,17475.836,16423.164,16635.28,16855.096,17724.855,16302.58,15401.176,16026.947,15742.336,16590.84,16105.539,16321.275
YOL145C,7068.754,7981.7793,6768.327,8429.132,6353.288,8286.828,6860.1816,8450.495,6654.311,7914.508,6326.2773,7144.017,7529.3516,6969.4087,7300.706,6913.5474,7432.584,6735.682,7158.919,6750.869,6453.9854,7093.7837,7448.2334,7481.7617
YEL031W,24324.652,26782.457,25906.658,27611.059,24373.574,27934.596,25173.922,27850.602,23688.037,27240.873,23747.78,26531.152,26228.023,23917.22,25813.988,25019.922,25815.242,25902.697,23678.354,24944.629,24632.293,23570.49,25465.32,25276.06
YMR203W,34981.438,32687.977,29843.361,32818.25,35352.465,30439.225,33800.137,34606.29,32605.879,29247.07,31476.7,28377.629,31911.7,28722.258,30410.156,32900.957,34112.484,31127.926,29904.248,25052.172,30044.068,29315.15,27566.652,30374.648
YOL111C,18917.062,20278.658,19333.838,18916.045,21092.125,19186.686,20291.846,20605.998,18381.676,18871.27,17913.025,14476.653,20390.293,19628.643,20498.744,19567.95,19083.78,19555.162,18561.92,17739.281,17346.084,18384.176,16632.314,18765.39
YNL330C,7940.657,8225.432,7910.5625,8125.7305,8120.6416,8011.462,7544.291,8277.977,7461.234,7623.883,7436.92,7060.0586,8272.99,8076.211,7827.925,7797.911,8062.039,7773.1787,6750.3525,7315.217,6676.8906,6926.7515,7278.207,7588.4727
YOR310C,46261.008,46455.45,48037.676,48761.887,48815.45,43780.35,45558.785,47938.79,42042.707,42225.754,41674.562,41405.75,46925.57,46279.785,46570.08,45083.043,47954.43,46780.24,42226.02,44415.438,43901.98,43182.703,45627,44063.8
YEL040W,26651.047,18411.121,25809.531,19437.762,11983.754,19227.59,16726.078,19839.396,14772.738,17942.045,21648.822,17842.068,12031.084,14127.483,21251.318,16578.75,18416.287,16317.729,14771.74,16723.879,17580.703,16710.705,18875.152,15112.307
YHR045W,6972.371,5778.6436,7373.914,5013.1157,3525.7751,5725.551,2814.6863,7658.185,2922.5425,7003.0156,6430.504,7105.5703,6722.8354,6075.5815,6687.007,2865.1042,6168.7227,6458.9336,2973.9802,6525.0312,5887.878,5868.1943,4652.6133,3625.9219
YMR311C,9418.63,5564.053,8093.0557,7308.9834,3989.0854,5775.217,4146.3833,7679.4424,8870.752,7387.441,11653.982,6620.636,2732.6917,5337.9478,2542.3047,5488.8545,5460.3394,4771.1924,6019.842,3988.5215,5861.5493,6366.222,7532.279,6677.962
YOL021C,16951.28,17721.562,20924.303,20757.578,8599.389,14846.923,8663.479,20394.914,20670.373,19396.904,20622.703,5799.3394,10835.915,8883.881,10643.348,11213.408,11871.745,12182.813,13523.941,15084.241,14381.713,14106.6455,13045.643,13225.4375
YKR095W,14617.947,19976.586,15504.253,6349.1475,7139.929,7212.071,7839.3477,11560.809,16392.215,11991.235,17587.455,20536.57,15511.859,6713.1113,13325.784,10906.146,10269.64,5244.8267,11460.4,12084.012,7908.957,22456.824,9625.099,8215.554
YLR207W,2290.8113,2530.1423,5073.819,2473.4473,2007.2351,2136.5688,327.65933,2223.5635,2185.3545,2551.414,6263.387,2625.3972,3521.9585,3027.4497,2347.9336,1677.13,1093.3345,1586.078,1154.6952,2352.7979,1106.3828,2522.8948,2958.5903,2785.891
YNR016C,110592.57,108403.35,127926.37,103084.54,122224.97,91326.01,71675.12,117111.83,125539.414,105465.375,125164.91,99286.45,70522.72,85562.734,70109.33,88493.06,74208.65,84642.664,84015.62,68193.38,89096.984,70185.99,80245.25,93420.17
YGR254W,899739,974415.1,900081.2,887483.9,962779.3,685673.1,571006.3,909032.1,1085889.4,935409.6,994019.8,949022.75,533585.9,829451.5,629024,720550.2,617265.44,649291.75,509064.9,755170.25,715616.06,794479.75,785582,804318.25
YGR174C,2738.2173,2665.3057,2961.6274,1966.0876,2897.8035,2627.5637,1820.9403,2722.2407,2065.7812,2534.0537,2865.1765,2304.4175,1432.1268,2760.7666,1650.4321,2352.8257,2348.4414,2679.2007,1431.2319,2102.6846,2148.3027,2359.6301,2655.3774,2861.737
YNL264C,3165.7935,3223.9468,3822.3127,3671.558,2945.5024,2817.1814,2620.4072,3509.7896,2255.2285,3351.086,3267.3464,2447.5293,2442.317,2806.2368,2493.0654,2402.9075,3308.844,2916.0688,2940.2676,2302.6016,1935.0996,2932.8599,2506.5454,3081.7686
YER152C,9116.242,9045.176,9497.219,9449.652,9288.727,8945.402,7820.4126,10678.579,8447.412,10071.621,9049.822,8328.818,7528.7246,7993.31,7321.1406,2213.202,9581.057,9644.893,8820.466,7730.0493,7744.1426,8704.248,7745.2524,9537.463
YJR103W,26854.648,17454.629,12518.184,25598.953,12906.96,16706.25,20000.855,17550.525,27265.723,11330.823,12344.117,17395.098,30407.607,18566.75,19322.611,12780.099,11883.758,17769.967,11631.373,18720.674,12210.129,11073.673,13470.322,17107.793
YDR404C,25686.523,18772.002,10383.113,10655.737,7739.951,21667.63,19472.91,21219.076,24778.145,8142.1543,20885.848,18779.205,26050.45,9523.543,8927.5,19924.424,9454.51,19323.023,20637.387,21147.602,12392.323,7539.333,12931.598,22803.293
YGL073W,5631.6816,4302.5186,5318.626,2307.8987,2173.402,3812.9363,5488.9023,5042.334,5708.448,4344.2725,5858.0625,4964.037,5798.12,3812.71,5934.179,3374.2012,2359.2766,2967.3628,5417.169,2150.283,5668.6885,2037.041,5371.3257,2224.9949
YJL104W,2733.863,2773.3096,1080.8785,1220.2986,3079.3545,3109.849,3312.7158,1494.4734,3214.7402,1060.3219,3188.955,3094.7798,3059.7212,1072.7985,2797.8926,827.2165,2701.8967,867.97314,2733.121,734.2095,2970.1309,904.1087,2963.1846,1337.921
YNL016W,90256.055,33574.656,82214.53,27590.557,26992.447,32168.299,27905.9,24941.219,33158.797,32254.74,84648.16,32075.832,29805.05,32478.05,25846.31,28853.836,24717.594,27243.45,27729.867,26879.45,87319.17,29842.504,28517.398,30514.543
YLR275W,8505.776,8527.991,6867.7905,2451.899,6848.675,7830.701,3105.0032,2913.2341,5789.273,8999.576,7229.9067,2085.5264,1621.5095,6292.6113,1403.6782,6645.855,5562.0303,1364.2999,4342.964,1304.8208,5561.4644,1436.6313,8589.184,1506.1812
YLR209C,38545.086,3940.2432,2554.46,3300.6567,3133.2295,39103.16,23969.15,3502.2356,41680.617,3873.9211,35292.867,3958.2085,6468.5894,6883.484,5987.79,5940.9043,4413.7617,6268.509,17424.154,5493.4316,4950.3037,5107.2803,4942.6914,5805.8604
YJL087C,5034.6123,1621.3191,5249.9736,3918.025,4532.9404,1211.2991,1248.2731,3862.9111,25426.764,1471.4247,3965.8955,2727.513,3415.8489,3336.4128,2595.253,3059.0664,3619.6863,3158.1133,42150.035,2008.3174,2766.5522,3878.0671,4242.492,5980.341
YMR096W,25455.373,25151.047,24026.117,25769.234,22989.527,22722.035,12271.572,27015.062,114454.875,39242.105,112338.766,14211.819,20284.193,35525.69,17512.111,31826.586,20515.254,37618.844,111459.77,30549.758,12785.098,12446.844,15347.671,39816.24
YJL005W,7774.698,8007.0557,7350.291,7099.6597,8504.901,4406.4434,4299.296,4760.0635,6378.3193,5717.6133,25439.46,5716.7505,5571.5786,9363.521,7845.1665,7289.041,18292.707,3701.6243,20828.523,4154.6494,4363.111,4513.874,4970.423,5255.7407
YDL145C,109939.02,23593.2,27949.346,25610.213,26227.543,23785.04,118872.84,118663.76,107876.97,23724.473,105370.164,22232.121,88461.43,23425.965,95561.414,22009.416,99218.77,24660.875,102864.08,22796.084,23444.758,23291.223,23269.363,23521.006
YLR114C,69881.98,4646.5527,74239.305,4376.7876,71536.93,18666.957,70257.1,64970.1,72496.62,4508.5107,127781.09,4943.5664,88989.98,3954.264,62078.066,49814,112619.53,47936.703,62130.895,4206.423,1041.9789,1558.1501,56945.145,4165.575
YDL140C,12823.984,15628.248,62330.543,16402.926,11403.676,15695.018,58761.457,16364.379,61830.94,15031.867,61514.184,15447.389,78989.74,22260.852,18904.086,23378.86,72771.2,22846.273,14998.432,19274.225,15910.62,20493.715,16552.738,21696.809
YDL078C,147396.58,67015.34,55269.348,144193.62,64112.5,52455.3,68385.78,36117.79,209565.44,236240.12,230070.58,63190.035,96541.8,70980.37,182967.89,20759.322,114949.62,62668.39,109263.2,19618.16,124166.234,79718.3,127546.76,74920.06
YKR026C,14849.218,16299.985,13280.399,14632.631,14074.112,15610.064,15410.421,16118.872,19107.037,17549.02,21154.625,2324.115,14612.325,2436.5767,15987.246,2218.6714,15293.547,14150.486,17458.65,2690.4644,16500.574,2055.0056,17308.496,2890.8745
YJR137C,553278.94,9394.727,679210.8,390057.28,602381.06,442934.47,269656.2,8130.2266,671229.4,449597.84,601907.2,6739.926,653630.25,419057.6,557906.56,8153.361,572716.6,397320.78,572035.1,371394.97,554137.3,417758.3,481026,412488
YKL045W,14500.061,3284.7065,17913.115,14276.546,19787.229,5203.715,12710.84,11291.822,20806.363,2609.65,15688.5,1996.9938,5385.2944,11129.13,18556.848,128.22517,21242.639,16881.576,18821.174,2899.251,17574.826,2894.3108,16203.068,14839.748
YGL120C,25321.225,18883.684,27730.08,10127.875,27570.047,6308.3076,14739.037,9800.445,23229.715,18279.162,26610.064,8820.808,16266.334,5578.1616,27217.537,8371.781,22844.031,10201.246,25806.934,15007.586,25211.924,8870.212,26986.781,8865.825
YOR250C,5237.8506,2506.1072,3635.832,623.34985,3645.3472,5426.3174,3836.3496,701.6947,819.1158,4085.3462,3035.925,1440.041,2802.7405,2170.3591,3998.6365,1352.5591,3625.9817,2369.2695,558.38446,911.8089,3555.6245,473.50928,3502.1047,454.21542
YNL163C,80430.88,67916.52,79629.47,6173.26,77860.234,64829.01,51508.363,5394.2393,77051.52,5156.2217,56601.566,4827.624,56851.023,5386.8037,62208.562,5059.128,65451.566,59576.586,49946.414,5426.294,67145.48,5097.37,61591.3,4927.998
YOR126C,18444.652,5762.048,18544.957,5010.192,18829.973,5680.9087,3345.3762,3871.3003,3586.8613,6178.4,3822.1362,5407.125,4168.875,5957.4897,3745.921,4908.4287,3158.3975,5104.235,2789.984,5000.959,2071.6958,3977.3452,17043.957,5746.728
YNL290W,25686.08,4248.872,28769.86,3565.269,28536.285,4243.497,3870.9578,3852.0903,27208.916,28161.945,4812.2817,4081.4329,22435.125,5642.082,18697.53,5725.0957,5656.0034,5497.4453,19624.324,4737.376,19647.31,4898.9844,20115.227,5487.4243
YOR386W,12961.5625,4274.519,15946.641,3903.8657,7012.6143,2596.7305,2369.117,12635.835,14108.159,1821.3037,6849.039,13210.561,2885.4436,3975.646,4649.1543,2833.3423,4665.0625,4023.1958,14216.366,1324.375,13264.941,3431.7773,14323.495,2153.7505
YLR454W,16353.569,3718.8213,15432.352,17205.854,29957.123,2752.3901,20959.404,13078.154,34568.62,2922.9624,14815.369,2706.9736,14287.706,12467.92,9502.522,3663.9783,12566.1,2986.7588,24555.564,13298.444,26230.941,3647.1133,24817.19,2416.886
YDR117C,16734.78,5398.885,19977.965,5769.427,18965.676,4647.6084,21532.492,4433.529,18707.357,4776.4946,15275.711,5028.6904,13958.714,3935.8179,10396.176,4521.7783,12016.919,4760.886,11491.607,3521.2888,12615.285,4031.2703,14400.804,4600.383
YAL044C,46009.67,21814.457,59961.35,30797.98,67486.68,19572.064,54810.547,28608.111,47254.535,20145.094,41420.68,15989.766,22883.086,7190.8887,25054.416,9273.746,31846.77,11428.199,25957.82,10773.994,31575.23,10030.223,22308.447,7182.2275
YHR023W,19198.049,1844.8339,38530.426,1828.3615,25206.66,1867.7169,35565.926,27421.56,15297.059,17018.914,14534.094,17947.293,15877.674,1433.9725,16869.592,987.2571,20973.838,1065.0145,11371.565,1110.8301,13618.4795,1690.094,13904.707,1312.2819
YLR328W,5918.7734,6097.374,22069.338,6711.797,6052.8457,6438.6294,21357.62,6931.658,23223.541,5723.1333,4942.243,5605.312,3002.624,3598.98,4449.099,3765.0928,4839.178,5083.5703,4527.0923,4791.582,5264.1655,4359.366,5574.1406,4687.61
YJL002C,7574.494,6284.0664,72400.625,5481.885,7457.373,5842.561,6456.7715,5352.5747,9003.126,7016.288,7891.9995,5814.634,9413.693,9258.805,9170.242,8374.605,8394.301,7685.3066,8618.756,6904.296,8528.096,7070.748,8295.207,7745.551
YML031W,1736.2439,2183.2854,13008.949,1994.681,1703.1036,2403.168,1460.7794,2011.533,10879.968,2012.568,9391.068,2011.9359,8194.74,2012.7239,2427.2383,2746.9663,2360.0244,2407.837,2079.4746,2395.0796,10141.264,2541.0752,10124.027,2489.5054
YPL212C,4689.2676,61212.324,71829.875,4877.741,69671.14,4820.422,3988.142,5031.6562,60811.445,3929.658,62877.984,4060.209,66223.87,54595.234,3846.7847,54191.867,67068.26,4562.8955,55559.297,3992.984,62536.344,3359.86,3771.734,3710.092
YMR219W,5934.167,97388.26,82596.586,5865.2954,5558.407,4417.3564,80223.03,5816.514,79984.695,6327.7104,85100.89,9099.437,3894.5347,4640.168,5183.833,6186.338,4219.1333,6310.002,95360.4,7270.312,93537.28,7106.794,9038.691,6340.0264
YHR074W,11447.242,11048.299,96704.445,11426.143,92194.96,11918.596,89538.484,11799.974,103474.35,10740.422,94164.98,10200.622,85865.1,11978.585,11272.783,11169.48,80411.84,11690.036,79268.26,10271.105,80681.85,10408.252,10986.785,10648.906
YJR024C,3344.4646,1918.964,222155.64,1917.1072,182658.73,2511.31,231496.92,103746.26,90274.85,586.38745,199056.92,3574.457,176033.34,170.71277,3159.7195,519.08264,188937.03,1749.6902,187254.27,2497.8801,188911.84,1065.3241,154244.3,1501.1658
YOR178C,2899.2793,3442.234,137584.94,3622.83,137278.56,2743.8896,115405.875,2244.8145,136914.8,4092.6086,132904.97,2230.6128,177741.3,3370.484,165083.02,4144.3076,2180.542,2243.4155,154229.33,941.33484,165237.67,1689.0145,1575.147,3040.9
YER166W,38415.066,35090.387,38763.805,4642.6807,37214.85,3910.454,39648.09,4204.322,38364.496,39020.14,37277.707,4362.833,4226.116,4489.825,4880.2324,4504.966,40325.945,43670.82,4242.107,40316.246,34506.87,37080.086,39017.77,4711.3857
YDL025C,1536.4905,8834.403,13429.774,1125.8156,13021.501,3239.66,12836.603,1814.2584,12361.133,9917.696,13431.328,10562.32,7849.213,6500.156,7370.1123,7249.533,1126.2866,1303.85,9865.424,8363.818,10372.891,7444.066,9896.46,3897.9336
YOR195W,420.30835,4800.4893,674.6843,628.7079,7049.439,575.27527,4049.0024,347.86963,7662.4116,4229.093,9917.204,4409.795,2558.4795,2574.144,2849.4023,2659.7354,2799.2817,2654.1243,1307.2361,1663.3776,1651.6543,2585.3738,1576.9553,1559.014
YER016W,143051.5,78771.17,92574.914,55779.555,1355.1553,1229.1528,73413.85,47498.34,125774.17,87294.42,160291.95,966.06775,128485.45,76713.9,107669.234,76957.266,78508.26,64758.88,117098.055,79530.75,81238.56,79107.63,143337.92,83869.27
YAL035W,64491.414,20834.887,20277.635,20599.973,19219.72,19732.05,54443.16,20885.057,59518.1,19980.771,61886.31,18771.25,21039.91,22286.11,75751.484,23169.16,21241.809,22143.434,62220.832,68248.8,20515.77,21995.15,66911,70347.86
YKL213C,59110.28,52403.293,63264.67,45636.715,7467.2803,28802.648,7757.6875,50248.32,50077.38,7300.14,49644.48,6705.59,66004.29,61668.844,61430.297,7891.3604,65481.67,8052.9336,56314.12,7706.539,59007.832,51186.043,56618.76,57229.3
YMR160W,7750.656,6694.63,1847.9542,7398.2637,7153.375,2034.5818,2085.9822,2494.8367,6862.1543,2170.3318,3236.2822,1894.6923,1581.9607,2083.523,7817.5615,1779.7966,1844.2306,1528.052,6837.607,1944.0283,8956.256,7404.927,7451.2744,2159.1284
YBR022W,8759.867,4775.9546,688.0377,4916.054,165.27777,521.1188,5110.3936,175.39125,7965.234,181.22551,8603.363,126.96781,7669.532,1170.9901,8152.513,3460.1443,4361.049,1387.4036,740.4719,7579.0615,9874.253,8604.982,4128.7993,3884.1096
YEL032W,48131.766,1227.0474,17747.97,1785.823,22074.676,30607.654,8339.48,5754.341,30186.07,25777.836,13757.729,24051.238,35230.457,6601.047,61901.047,6101.616,55166.797,6950.1455,4711.3306,4485.414,74399.09,34068.14,47254.67,35554.94
YKR071C,18966.23,2428.519,16763.47,1609.8961,16697.168,1348.6354,19284.135,1717.7197,22689.693,2256.474,24779.766,1487.3911,21673.848,23575.639,21617.984,2339.3804,19249.459,2799.658,711.02844,3208.176,22111.03,22062.455,21689.727,24437.697
YLR222C,9492.754,1356.0044,1528.4574,1596.1533,1650.0203,1889.9819,1569.8755,1345.8494,1651.6655,538.29364,8655.338,2169.122,8868.592,2552.5425,9019.271,2040.783,1685.6925,2542.3367,8519.658,1411.2117,8817.508,10690.59,1709.6263,10742.209
YER105C,7851.0645,8250.623,8063.292,8599.406,7853.616,7474.9785,8580.029,9226.85,7590.0967,9542.178,8302.148,7568.99,8156.2354,6819.0938,7374.168,6262.7876,7522.6377,7598.373,7114.755,6951.8115,7171.4634,51819.234,7734.8647,7200.6235
YDL015C,5015.635,5505.0146,4958.4453,5778.7246,4927.7295,5951.045,4660.3477,6248.9604,5543.8994,6016.242,5271.504,5374.254,5249.1494,5898.5586,5024.87,5286.719,4740.3906,5710.5527,5021.741,5509.998,5452.6177,68184.055,5710.4697,70126.96
YMR109W,8910.01,8775.152,8718.723,9705.141,6735.6064,18655.219,8031.283,8878.801,6754.967,8467.083,13769.55,9115.841,17221.703,8836.254,6971.6416,8320.446,5909.1475,8363.917,51417.402,7970.699,47964,8029.0425,50806.19,7912.706
YKL204W,6352.043,6943.226,5447.3164,138843.38,5964.5664,157652.6,4010.2397,7562.6104,4810.608,6745.572,4786.8257,170661.12,7374.122,9554.795,7004.454,9519.741,152219.72,8979.938,172364.28,170945.2,180605.17,8626.743,193234.19,187973.55
YJR076C,5614.9634,5327.6313,5120.9546,5152.568,5384.54,5598.89,5451.993,5305.104,5389.895,5443.4463,5030.353,5158.438,20538.998,5801.959,20744.582,5573.314,17356.441,5801.6606,20624.783,20200.936,20573.531,5958.292,20432.393,23185.959
YLL019C,1267.6866,5587.243,1628.1875,2013.9961,1892.6016,5824.913,1910.227,2651.0073,4827.18,6384.6,2502.868,5736.7666,31218.967,492.70538,30099.941,8373.884,27295.28,7103.1987,28842.375,42988.71,28243.633,6045.788,35808.258,47479.2
YDR335W,11642.59,12030.361,11867.092,12062.561,11365.049,4709.581,10750.01,11578.852,10444.948,10457.269,10276.461,3605.8137,14288.634,6458.225,5494.6816,6014.668,5793.6587,5936.852,11734.418,4513.3496,6946.381,4634.2324,12346.726,5183.125
YNL059C,8538.005,8987.701,7398.3833,7549.63,8127.4893,5653.8105,4895.343,8876.197,8942.295,5271.8066,6991.3555,6770.5635,25096.72,4059.7002,8316.766,6460.105,12136.113,7643.5776,7823.957,5391.3877,3603.7944,6947.9424,8989.674,7200.5864
YLR389C,15213.619,11499.471,16792.656,10688.04,15141.561,12107.377,16842.945,13580.129,15134.902,15511.45,15557.707,16917.893,45932.51,9497.056,9918.501,8255.285,11506.434,11407.706,11770.628,12849.917,12193.115,13811.588,13059.373,10192.742
YLR347C,14424.5625,14048.527,13248.25,15537.227,14112.08,15526.486,12542.156,14473.677,12427.296,14005.26,11668.645,12391.551,84680.64,13426.774,11076.017,10514.886,12177.827,12089.088,11539.205,11164.83,10717.077,13833.969,12813.77,13787.086
YKL107W,6283.658,7639.432,5804.0947,5904.8887,6343.091,6977.673,6561.519,7110.9946,7304.159,8027.4893,7106.8936,8050.622,84803.57,4414.5576,3219.001,3200.4023,3730.2903,3875.059,4016.8142,5376.676,4167.4043,4560.9487,4571.0825,5087.7334
YML049C,1999.634,7845.926,2158.8306,2313.6514,2027.6732,2163.7473,1912.1414,2319.7961,1918.384,1928.7539,7033.9844,1708.8071,70353.46,9454.319,3401.1018,10381.117,10469.262,9876.336,10187.411,3448.0942,4523.0186,11101.477,4201.5796,11273.381
YBR200W,1732.7661,2578.6387,2010.885,1861.1003,2186.2388,2813.7935,2301.517,2681.5676,2227.049,2313.3743,2864.1812,2486.4102,5466.0503,1842.207,1727.5037,1729.3391,1883.188,2537.0195,2776.2744,2115.752,2497.9412,2077.4941,2087.2607,1601.4784
YMR116C,154704.66,161731.34,148994.67,190781.31,182928.98,256111.9,130587.38,231536.08,234648.08,145155.44,131747.56,132940.6,198322.69,106782.91,174385.66,118036.2,130388.59,122102.05,168364.34,147343.2,138433.9,130163.46,112765.18,214391.75
YER079W,2775.4734,2867.1675,3136.432,3450.0422,2702.9517,2830.0781,2269.3467,3175.4468,7076.3335,2350.2927,2068.6855,2583.428,2459.1309,2984.435,3185.7668,3286.718,3049.355,3286.0566,1881.2913,2116.6555,2055.1912,2868.648,2695.018,2741.2197
YDR303C,4529.958,5589.8486,3923.1367,4343.7944,3611.7698,5148.833,3814.6074,4536.6855,6131.7983,4307.115,6818.3936,4452.8364,4339.8716,3811.8445,6417.453,3609.3018,4365.402,3835.6846,4010.02,4740.919,3546.062,2932.5493,3384.9043,4254.42
YDR395W,12936.245,9509.65,4498.473,10048.326,4873.729,7755.8335,3836.943,11645.718,9338.674,10532.122,4695.7773,10273.664,5897.745,11175.502,6142.2246,2314.7705,9896.188,2888.8765,5386.4614,8786.104,6361.7236,8418.629,5806.833,11296.328
YGR187C,12172.695,12783.474,5625.338,6007.857,12512.516,5262.5415,5397.674,5615.549,12747.434,13594.099,12146.095,12926.974,4491.3013,4723.4326,10306.282,3366.256,3945.04,4078.2551,4257.1455,4336.823,10252.627,11752.499,10590.374,12183.759
YGL092W,21840.607,21018.176,6180.964,27796.832,22193.586,7071.5835,5342.3525,28179.145,26561.053,24238.898,26602.162,23318.812,5939.964,14259.625,15261.073,13327.511,16746.133,5726.213,4928.8965,16212.825,14508.039,13766.439,6540.9536,15084.995
YKL192C,49732.098,45005.574,19514.809,50663.3,45011.832,46797.613,35690.6,49447.043,40124.355,48406.227,40835.605,45942.24,43783.316,44079.566,39218.785,41824.414,47127.035,3236.224,36105.582,10924.441,36218.56,31285.322,32986.92,43475.266
YNR006W,3702.4082,19705.77,3484.001,19948.135,17408.326,20192.137,16118.498,17245.592,16732.162,18610.264,18184.855,18520.385,16343.558,15802.88,17673.984,15862.973,16122.366,3674.5674,16841.941,15949.776,15938.952,15502.963,4053.061,15842.886
YER101C,26903.895,27201.656,12343.459,24172.73,15618.694,27147.559,2948.418,18425.752,29490.674,32315.795,26985.83,30198.26,27696.117,13501.071,25272.979,16219.175,21804.752,14476.345,19507.723,16602.047,22241.828,17211.162,25164.535,17737.594
YOR132W,25532.582,30140.227,21552.145,29804.186,22210.61,31489.799,3536.76,3423.775,24661.674,28625.389,24959.67,31712.285,30171.836,3034.6377,29489.42,2690.9084,27795.943,28824.176,26191.648,28896.896,27415.254,28905.543,27424.967,28815.635
YKL040C,17473.283,26320.691,15396.962,25511.855,26452.656,25837.557,11972.842,11361.002,22766.865,24522.2,10725.697,25148.059,26648.445,14841.558,24170.191,12218.004,30839.271,16100.684,11755.571,24804.762,21908.146,24309.861,23462.898,10725.029
YNR008W,9828.0205,6835.9814,2087.431,10045.338,9480.65,10419.826,4591.0605,9289.275,8044.547,11046.613,7990.7,10891.375,14676.104,10052.832,12632.571,8169.535,11842.795,8534.28,10251.111,7555.1577,10080.054,8090.999,10100.56,9983.675
YLR309C,38740.49,3794.649,4112.325,17287.361,3666.1763,11456.558,15392.712,17318.15,3615.8296,16515.57,3059.9087,14052.209,4536.39,21701.8,4133.7935,18043.994,3812.1523,12519.728,40911.953,12116.115,3260.394,9175.8955,3428.8923,10335.352
YKL014C,15295.222,2748.559,2805.7788,16491.352,1476.3757,3196.4565,1749.5472,17219.717,2391.8142,16563.531,2701.5432,2237.413,2458.682,19558.867,2909.6367,684.73065,2242.4788,3794.0322,17426.96,2337.1377,1803.9598,2376.8723,2413.7678,10026.623
YJR092W,13597.286,2772.7954,8586.491,2103.1868,284.38358,2298.737,1659.8674,11015.919,2061.0537,15419.613,13850.611,2699.7993,2209.099,2124.011,2072.3677,1958.4458,2047.7026,2508.2666,2055.3694,2344.9175,389.8448,2841.7485,1460.9061,3455.666
YGL012W,115052.29,187274.64,11553.3125,143118.36,14475.357,116371.65,15014.59,149662.11,15693,143113.55,18092.994,9554.964,8023.586,11750.797,5596.3643,10266.809,7584.807,47567.81,15336.198,72817.195,9861.188,9759.047,133175.27,10773.32
