Name_Category,SK1_D_1_1,SK1_D_1_2,SK1_D_2_1,SK1_D_2_2,SK1_D_3_1,SK1_D_3_2,SK1_H_1_1,SK1_H_1_2,SK1_H_2_1,SK1_H_2_2,SK1_H_3_1,SK1_H_3_2,bPAC_D_1_1,bPAC_D_1_2,bPAC_D_2_1,bPAC_D_2_2,bPAC_D_3_1,bPAC_D_3_2,bPAC_H_1_1,bPAC_H_1_2,bPAC_H_2_1,bPAC_H_2_2,bPAC_H_3_1,bPAC_H_3_2
YDL007W_SK1,22527.29,29086.305,22560.354,29307.234,22339.172,30507.445,21814.861,28593.465,23226.33,29775.445,26338.191,27558.97,27459.455,35138.6,24273.361,32660.203,28246.41,33157.613,29460.475,36139.344,28538.898,34839.008,29078.914,34776.344
YLR314C_SK1,12191.822,15888.703,12603.256,15965.48,15947.336,15933.146,12397.157,14989.711,12525.372,15804.711,15428.873,16120.572,14429.156,19186.693,14358.95,17687.93,15766.975,19255.93,15552.8,23125.51,19410.033,22160.916,17269.824,22948.219
YIL138C_SK1,21304.7,31094.246,14816.155,30084.996,18018.582,31109.73,22251.924,25065.828,23818.229,31601.104,33239.188,33151.977,22586.648,36214.25,28482.04,38970.04,28673.105,38364.945,30810.61,37846.16,35367.445,39878.03,27375.604,35647.414
YGR189C_SK1,42936.605,63114.6,43873.848,62516.47,45700.96,66607.82,42997.414,61156.75,44684.05,62478.55,59262.883,62402.33,53814.004,75788.42,55440.254,76009.69,53762.426,71754.89,61322.04,85888.34,61327.605,82810.43,57469.066,94343.11
YLR378C_SK1,10339.768,17197.4,10710.877,16645.35,11009.391,17343.953,13876.242,18529.012,14300.873,17386.912,16385.361,18382.89,13497.861,18075.941,15591.347,22331.969,15491.082,18936.898,17592.16,25641.121,22618.367,24362.984,17380.654,24167.812
YLR380W_SK1,4627.4414,3725.0696,4892.8643,5419.289,5045.6445,5716.924,9058.187,3619.3538,5418.0566,5664.161,5899.469,9465.37,5538.7783,8000.3027,6183.6387,7845.553,6448.0156,6895.0244,6382.243,8424.613,8227.971,8354.627,7287.584,9026.006
YCR093W_SK1,4319.006,6244.499,7539.9883,7408.332,7546.2456,7322.2,6120.463,5804.579,7672.8613,6219.7363,8643.495,9549.378,5534.636,11534.875,5820.529,11159.27,7149.657,7875.201,6154.734,9145.93,9735.198,8812.559,4169.744,8428.995
YHR039C-A_SK1,16707.154,27551.41,18626.521,30235.916,16563.605,29172.676,17663.803,37339.31,23636.197,27017.504,25070.66,31186.66,23945.664,38268.11,23232.21,37410.023,19914.262,31181.434,18880.295,33959.082,20827.04,35568.71,19973.396,34359.637
YLR330W_SK1,8793.643,12989.344,10299.367,15208.749,8544.032,13567.381,9472.225,18329.773,9236.375,15049.56,12357.983,14842.58,13425.373,27593.654,13221.785,27262.695,11308.612,26946.412,16320.707,17360.553,16550.254,19241.115,12793.225,18856.799
YGL207W_SK1,102956,95930.33,129137.22,109908.07,95579.92,96391.19,98350.05,92188.11,108056.47,122411.77,130671.19,122572.56,178077.06,203174.2,192770,181829.73,64245.773,196933.27,39799.504,133104.02,205076.38,203890.3,183004.94,174728.44
YMR031C_SK1,43873.125,191095.14,217024.75,203961.16,46810.68,203801.05,47827.477,231278.88,211150.2,207619.45,132461.6,150941.27,201201.98,204350.25,228938.48,202431.05,57215.867,201645.33,43908.758,216760.14,297686.75,210336.12,36920.734,205881.27
YGR218W_SK1,15288.578,16084.02,13464.459,14157.621,13568.74,14067.691,9829.842,14144.756,12836.823,13970.961,13958.806,14835.687,16477.893,18675.23,16610.488,17165.607,17184.24,17621.436,17986.867,19036.418,18577.225,18822.818,19841.727,18976.188
YPL218W_SK1,66632.445,69914.266,61479.66,69073.41,68393.6,70524.97,60171.137,65900.17,62817.664,67936.35,71284.76,70917.12,80735.61,83402.54,79715.66,79262.96,73017.37,80263.625,87764.11,91458.5,87721.52,96245.65,85554.14,88635.13
YJL145W_SK1,11921.49,11694.299,12738.872,13437.808,12291.4,13735.904,13047.25,13115.651,13227.957,14209.413,13776.3955,15552.064,14858.9375,15922.144,15046.368,16019.674,14129.541,15562,16728.707,18901.914,17920.258,21659.701,18007.805,19890.61
YOR298C-A_SK1,73584.84,81985.305,75549.09,81439.99,83023.36,89229.64,75799.18,79301.86,75377.73,83437.35,87249.28,89521.21,89643.2,107248.74,95715.875,85819.82,100525.6,110198.516,110693.99,127527.25,116722.266,125314.28,110500.71,123237.586
YOR323C_SK1,21648.79,19929.682,20521.809,18851.17,21152.94,18859.273,18456.72,19895.12,19734.547,19329.312,20805.031,20183.092,21471.781,25016.512,23587.158,21352.613,24080.938,20740.281,29129.326,26370.637,27533.598,27140.906,25777.023,26358.254
YOL111C_SK1,9782.871,9379.46,9021.196,7149.914,10093.322,9469.016,8195.673,7694.387,7747.1587,8888.901,8677.164,7821.9326,9740.512,12386.309,10148.715,8590.269,11663.203,8591.63,12300.453,12538.118,11701.794,10992.145,10473.58,9537.04
YEL058W_SK1,11673.6455,11908.814,11208.691,10762.998,12289.886,11798.279,10157.146,10471.877,10746.873,12945.148,10312.201,10269.689,11822.779,14091.27,13785.057,14152.308,13663.344,11985.557,17138.752,15866.52,15638.195,15961.958,12954.317,14743.518
YIL083C_SK1,11725.381,11286.469,10541.87,11189.219,11988.367,11327.465,11515.79,11004.204,11303.404,11365.793,12515.777,12413.735,12719.277,15208.248,13948.403,13020.232,13182.344,12730.069,16680.043,17265.084,15508.572,16286.238,15087.448,16872.867
YDR238C_SK1,20432.754,18874.008,21066.672,17241.734,20757.31,18005.596,20761.055,18986.074,20550.637,18061.734,21739.36,19406.104,23200.664,24331.875,23122.898,22848.172,24910.309,22838.33,29785.762,28408.346,29316.598,28127.566,27558.945,28213.14
YGR178C_SK1,13447.627,12515.059,14318.717,12964.944,14845.131,13249.238,14428.861,12443.832,12852.874,12890.787,15539.953,15546.229,15579.895,17235.92,17164.5,16848.578,17588.14,15554.469,20775.021,19737.17,19380.979,19164.664,19146.69,19452.738
YLR208W_SK1,56855.094,41486.902,52593.566,40632.31,52775.586,47479.09,48589.703,43331.09,52477.496,45884.164,42651.547,42607.21,58625.96,62829.582,61578.71,56626.375,63762.32,58911.812,78609.06,67554.5,73737.34,64828.67,68628.66,66836.54
YMR243C_SK1,45832.844,40407.35,44087.582,38835.887,46058.51,39585.758,42716.094,38518.68,46019.984,41291.83,42660.65,37391.61,54590.09,55463.258,55878.81,54075.496,60698.688,57296.117,67775.16,66519.4,64493.8,61874.46,65114.97,65229.203
YDR190C_SK1,19416.744,16489.52,19494.719,17485.5,20306.986,18602.422,18755.467,15239.494,18889.055,18761.432,17577.455,17100.771,22135.223,22370.508,25873.59,20087.959,28106.78,21863.83,28096.137,23864.19,30219.773,26687.617,28644.65,28905.38
YOL139C_SK1,45905.516,36621.484,44328.83,42120.79,38687.46,44588.203,42926.957,33189.363,38881.176,44707.53,38474.87,45313.14,47471.547,53810.906,52801.324,42576.86,56172.914,45014.09,67878.336,60404.074,69597.29,63869.273,60993.812,63841.5
YML124C_SK1,13252.336,11316.6875,14028.443,12490.107,12666.97,12235.826,12592.4,12670.346,13540.891,14029.568,11976.246,12407.471,15260.794,18419.41,16436.264,14847.074,15621.643,15100.793,22769.93,20634.48,23197.71,21115.027,16449.219,22053.244
YDL052C_SK1,14611.895,13588.626,13445.383,12904.576,13889.368,13270.914,12642.227,11673.9375,13211.84,12790.482,13496.287,12613.746,16720.445,17756.654,17906.607,15985.728,18235.361,14923.36,21468.086,19758.496,20374.668,19817.209,18179.895,20190.771
YFL037W_SK1,38104.312,38815.223,38251.07,37068.773,39023.496,38080.438,36764.062,37124.914,36632.055,38082.188,38666.484,39699.363,49002.086,53481.312,48526.83,40397.555,49283.168,49807.582,61846.91,58671.695,58051.496,62079.32,52218.664,57679.18
YJL111W_SK1,15736.389,18885.54,18825.832,18523.896,17062.59,17442.076,21046.7,18410.973,18466.54,17973.596,16569.148,19367.734,26215.299,19175.006,26024.344,18684.072,26172.768,20450.824,29888.586,21287.701,33923.02,32805.15,22146.748,27478.557
YPR183W_SK1,58527.625,54971.16,56483.145,55786.2,57713.23,58306.273,56672.332,51471.48,58719.496,59120.82,55033.64,55756.418,81043.92,73898.87,75389.27,63702.543,75401.484,67690.195,88232.95,78757.76,89192.77,78653.61,93988.914,75772.016
YOL039W_SK1,205604.4,187058.16,200981.84,146971.95,132379.5,159773.77,139756.81,181810,185339.5,157960.77,162862.4,149996.3,268948.84,210885.75,249726.03,176330.22,199971.36,216706.53,272853.56,216026.78,333834.6,245785.4,266825.75,180473.53
YNL178W_SK1,189243.6,170191.28,202170.08,175272.47,201156.8,172612.84,209944.2,155052.36,194306.77,175346.3,182847.55,164428.27,279654.22,203564.66,258376.12,204449.03,203285.94,177895.92,280818.56,209485.92,299600.94,249674.23,317297.38,223342.88
YOR229W_SK1,7256.089,8352.941,7169.97,8309.054,5502.8647,7762.3096,6877.1055,5739.1206,7339.493,7802.7354,7749.5894,7385.4956,11508.834,12242.529,11373.148,8324.49,10598.337,8240.068,12420.977,9506.993,12752.248,10386.955,13882.459,10028.668
YOR251C_SK1,24139.035,27443.105,24533.64,24017.818,28182.535,22402.814,24893.852,14139.453,27868.56,29629.578,25072.99,26733.67,44248.805,35492.777,39399.188,34607.824,41807.164,34476,40928.395,35288.434,41283.23,24508.219,44075.74,37270.863
YLR340W_SK1,212539.72,213498.58,214985.7,210262.03,223345.02,207211.31,232283.66,222638.31,224227.03,217044.19,197645,210022.44,341586.22,279768.25,312538.47,281182.8,279025.5,280201.97,322930.22,306070.88,342164.06,293846.25,396072.88,311652.12
YER009W_SK1,36544.5,25339.334,37459.734,33238.53,33404.51,29165.697,39763.414,41453.215,34337.71,32189.969,36725.85,42513.64,63713.438,48844.848,53226.375,50952.03,49337.617,55709.867,55407.414,46651.953,61285.71,51731.4,79463.484,54534.973
YBR048W_SK1,147142.67,138475.4,146333.38,139659.9,147070.48,143468.9,110418.484,131601.6,141899.38,136455.1,139720.66,151989.31,204641.5,189421.69,199880.33,173345.28,194011.67,183371.72,233848.81,203988.9,211143.22,206409.12,242573.69,202662.72
YNL189W_SK1,15173.706,12901.509,13789.35,11809.732,13763.555,12234.479,13392.2705,10496.765,15108.504,11763.568,13695.236,11929.146,19928.312,17575.064,19236.725,16169.828,20063.203,15992.632,23057.197,17706.559,23467.057,19535.84,22659.53,17250.184
YJL171C_SK1,32240.398,30570.055,33391.105,30467.828,33458.47,30360.012,29089.254,24573.469,32677.145,27922.467,33045.8,31739.582,43993.703,40159.062,50500.082,39498.33,48729.73,36821.766,51570.85,44492.87,53021.246,48813.656,50882.754,45667.727
YGL195W_SK1,10838.127,8457.4795,10415.82,9257.002,10605.734,10104.342,11107.877,9306.959,10632.56,8912.422,9166.82,9881.514,13996.255,10952.016,12486.928,10895.584,12886.02,11411.074,18369.11,15849.206,17550.81,15385.988,16591.51,15729.438
YJL088W_SK1,43929.258,39375.44,42010.613,36389.625,43052.586,39006.098,41719.9,35801.242,39640.254,38741.355,36966.812,34931.773,47347.98,50120.617,48326.895,40953.6,48414.434,38032.52,67984.82,58826.516,72599.44,67542.766,67469.22,60775.07
YPL106C_SK1,86827.11,74700.19,85179.58,80133.734,95992.9,81761.41,83299.164,66602.4,88597.234,89873.05,65942.46,69664.67,92079.555,112380.836,114187.97,91869.69,112462.375,94338.83,142515.92,136498.78,164309.38,139137.73,142624.84,132787.61
YLR175W_SK1,49233.254,44519.473,53010.336,49348.188,51613.184,45623.86,53350.125,45925.453,51398.883,45203.99,40604.965,41005.01,57561.586,55359.41,65955.01,51871.83,64959.85,53609.34,81423.05,66467.71,84658.984,73064.33,85163.51,66189.69
YER036C_SK1,43607.934,40474.293,46608.67,41635.7,44046.17,43166.176,44711.64,38966.57,46527.26,40839.133,45212.875,43366.297,63703.844,52432.887,61086.277,50941.273,61078.24,51894.66,71228.51,62450.61,83022.33,67636.266,77619.25,67134.92
YEL054C_SK1,149895.17,126918.21,148420.03,123490.22,142091.25,124916.63,126242.516,116456.984,142277.89,134372.02,141817.77,135419.02,187418.62,198919.03,210934.38,179282.64,221793.05,161829.61,246046.88,192439.06,248535.9,228824.42,238408.95,225639.19
YJL014W_SK1,17326.236,13954.045,17195.531,14618.955,17860.154,16274.877,16371.432,13723.449,16956.994,15048.93,13663.869,14178.625,24108.55,22951.117,24997.928,21766.271,22691.148,19488.479,26819.482,21864.57,27392.775,26885.605,30326.73,28058.75
YKR013W_SK1,7807.79,5453.0547,7663.01,5265.7314,8307.08,7046.465,7541.11,6171.6846,6855.078,5802.5957,6084.05,6023.6963,10713.883,10305.482,11299.588,7259.382,11436.659,5714.934,14165.605,8828.113,15454.758,12602.399,12743.926,9425.973
YGL026C_SK1,42731.688,35811.523,48015.562,35217.723,47431.082,35764.367,46313.844,31762.184,42438.04,35067.93,34640.457,33978.707,66999.01,54759.938,60578.492,48401.81,64235.594,42411.535,75423.77,57292.1,83911.95,68075.72,81923.4,60332.547
YDR502C_SK1,113543.01,104029.87,141023.81,118201.41,131347.77,111284.53,132820.31,96311.79,117666.59,104148.42,105928.81,104714.9,188090.08,160525.6,190299.94,152536.97,195153.33,148971.03,208694.23,156277.1,234729.44,176051.75,261658.77,194634.28
YBR079C_SK1,16869.863,15589.5625,17057.738,16166.93,19290.848,17226.176,19622.465,16933.553,15357.265,16006.171,16573.2,15151.627,24107.48,21950.734,32671.242,18920.424,28078.691,20493.652,31840.307,24475.23,34021.4,34529.617,32624.543,23996.041
YDR399W_SK1,14561.103,10126.376,12310.835,10839.981,13354.845,10756.515,12581.041,10862.482,13478.541,10629.861,11067.436,10080.187,19420.195,20045.617,20798.326,22905.125,19909.059,18551.02,24324.59,20417.848,25894.97,18961.656,28003.404,21494.693
YDR091C_SK1,13694.723,13063.637,12138.166,11783.762,12513.222,12031.744,13524.385,12616.411,11694.562,12065.074,12548.658,13236.785,19492.895,19661.832,21125.201,18988.875,21581.506,19984.207,26826.309,24282.834,24893.035,22611.281,27555.195,25333.625
YPL037C_SK1,30563.129,23706.193,20711.414,18891.344,19743.104,17850.611,18554.818,15210.942,28349.05,26209.895,17960.854,19542.488,37425.324,38899.945,40253.32,32228.662,40183.47,28862.236,50672.523,41634.316,57079.42,52768.266,47113.668,48871.57
YMR305C_SK1,13681.811,12735.216,13074.55,11194.584,13395.579,13989.277,11725.993,10691.537,12249.121,11169.388,14409.08,13528.475,20952.871,20645.459,25359.074,19579.053,27464.455,18192.898,32670.094,22334.535,35625.332,28698.326,32962.902,23997.502
YMR241W_SK1,32975.87,33069.867,31406.676,27819.383,31219.592,30200.543,25360.03,22576.61,36652.86,33653.934,31107.668,29001.55,57800.46,56723.914,61599.297,48810.645,66651.83,49902.438,85263.305,65716.01,89017.984,70977.65,83098.14,69561.8
YGR208W_SK1,8299.231,9806.735,6963.304,7060.2393,6565.3467,9445.274,5407.455,9333.5625,7726.093,9054.997,8835.243,9840.241,21873.85,13877.843,17359.53,14359.664,13147.613,15462.6045,22191.408,16663.373,21763.055,21426.768,26273.08,17719.893
YKL081W_SK1,165106.34,144054.95,197795.47,136489.7,205201.4,148259.89,211181.52,162473.8,170639.33,141225.94,147701.14,137568.42,281177.44,180244.72,264781.25,163344.1,281125.62,177795.55,338515.94,209035.06,377543.88,346301.5,393363.56,248244.28
YHR064C_SK1,67831.58,60419.51,67774.39,58637.42,69776.6,63770.47,69767.55,51690.086,64375.816,55884.953,62659.64,58790.344,107891.516,90694.83,97578.66,79148.69,103110.86,78782.28,139880.53,105108.48,143548.3,125970.13,154562.25,130710.37
YER091C_SK1,167352.75,143491.25,177979.78,188152.48,195158.62,153979.03,190795.47,188667.44,182586.23,143919.52,164498.44,144963.94,301070.47,220461.84,294885.34,202148.31,328162.3,268950,387228.28,265564.3,402744.75,420306.56,439095.1,367789.62
YLR061W_SK1,95929.73,73666.766,105479.59,86003.2,97781.2,80481.5,96465.59,92390.984,86046.39,81748.336,99393.375,99899.59,175351.75,141336.19,175770.28,136466.72,172719.3,143108.4,193695.03,166162.72,194471.84,172764,230556.78,172235.75
YBR222C_SK1,10307.027,9645.319,10637.436,10046.823,10350.975,9298.683,8970.395,6786.671,9875.414,8242.8,8774.639,8080.2295,15376.084,14571.51,16085.478,13046.899,18599.879,13552.54,18289.852,13731.143,18523.29,14272.34,17368.273,14167.408
YKL104C_SK1,38559.586,35473.12,42532.72,33414.66,40565.125,36293.992,39422.094,36921.418,41673.21,34189.89,36334.36,34370.254,81424.61,70683.42,73456.28,63744.348,80328.875,63035.234,79448.85,66493.484,79526.25,68382.06,79351.734,66750.7
YNL036W_SK1,14063.154,13030.371,18194.393,13541.793,17440.701,12406.354,16658.236,11724.095,16518.037,13736.738,13666.375,13202.5,22655.793,24173.7,28307.533,22354.04,33956.22,19631.488,31107.959,24130.988,31261.576,23402.246,29570.45,24212.912
YDR212W_SK1,16080.308,17266.549,16918.887,15227.854,16300.842,16097.622,16799.674,15789.481,17185.277,11103.219,17133.125,18766.809,23611.88,21027.904,23646.992,21823.564,23166.135,23444.89,29247.885,27790.227,29095.252,27320.322,30553.574,28128.78
YER117W_SK1,110789.266,99381.67,118634.125,105656.46,85214.17,109589.99,113970.914,102828.266,125298.766,105152.66,90973.27,90772.695,214875.86,154619.19,172827.53,143935.36,134206.16,170665.5,176216.06,180366.42,181174.94,210225.39,250359.67,172448.95
YJL190C_SK1,96860.305,103626.14,105291.78,105955.266,95046.234,112111.28,109256.766,106096.23,96023.664,99483.58,93274.72,96246.49,166657.38,146895.03,157984.14,140086.44,151459.81,162807.86,170685.84,160373.6,196926.62,177198.28,219999.94,182919.75
YHR021C_SK1,78683.83,55403.73,83008.1,79589.48,98654.734,78874.164,89149.69,85508.13,82154.18,77188.56,76497.55,80995.58,150932.92,122278.37,133266.34,124262.37,121643.625,148891.97,141717.02,135219.4,157725.05,140581.9,158175.95,138714.55
YKL056C_SK1,198349.7,214361.8,199782.1,201262.62,201145.19,209869.86,210508.42,207899.83,202614.53,208971.6,206443.69,198629.45,310229.5,302396.72,292802.53,277651.34,288390.88,280442.56,377982.34,356123.47,387481.22,360710.16,409892.22,348943.38
YAL003W_SK1,77068.55,66690.48,80927.266,65630.1,82452.695,72058.04,79359.38,69655.65,75638.71,60704.918,81226.42,79816.38,119287.875,109869.61,112146.39,101883.42,110557.21,106686.55,133054.88,123639.9,146361.75,136974.19,146324.25,132759.11
YBR154C_SK1,10238.895,9245.775,8225.229,8425.13,9759.157,9700.007,8685.004,7771.2617,8953.598,8821.337,8548.357,8020.6445,11659.168,13401.537,12717.5625,12289.967,14105.645,11833.435,15750.474,16581.03,18348.672,17923.936,16606.719,16092.272
YML056C_SK1,64633.35,57725.156,63343.42,57952.9,66500.016,62368.387,62836.24,53714.406,64845.7,59353.41,60191.926,60811.867,100017.84,95842.64,103428.3,88639.92,99963.2,89939.34,118227.27,111192.66,129214.84,121589.12,121212.766,116106.95
YBR249C_SK1,66100.69,64508.695,57375.664,55897.367,62037.164,59433.64,60580.336,59056.72,58152.566,58871.652,58642.266,57563.74,97530.69,99156.29,97033.625,93186.42,90364.625,85604.83,105274.555,134711.17,139017.5,132018.88,122048.54,120154.35
YGR285C_SK1,32933.453,34448.57,31081.832,32888.11,33515.008,35076.78,24196.922,32273.252,35600.773,33257.324,33740.164,34558.434,52089.535,56021.824,52051.805,51835.984,52599.94,57587.516,66122.78,75367.98,75107.875,72834.414,69166.484,70709.97
YBR160W_SK1,5147.155,5741.205,5333.758,6176.834,5261.837,5283.5234,4824.3984,5656.5337,5597.3945,5943.372,5479.0117,6730.2456,8086.7236,10033.234,8803.946,9833.375,9238.57,9974.268,11337.331,12351.797,12117.111,11588.603,10117.182,12543.612
YNL096C_SK1,49408.72,47766.56,48034.016,47627.492,50551.305,50619.734,47888.113,47133.023,46956.15,45430.625,49124.934,48803.77,91178.38,88327,85673.74,78959.04,86596.14,80190.74,99442.836,95714.56,107788.516,97671.09,102160.47,93026.15
YML022W_SK1,11474.497,9755.2705,8543.068,8213.609,10667.981,9453.993,9084.167,8789.842,9404.406,8014.5938,11942.43,12272.693,17992.184,18853.637,17653.307,16325.039,17232.465,17757.395,19582.305,20921.012,20272.68,20356.582,20662.043,21196.664
YDR346C_SK1,11045.493,11186.589,10697.038,9792.455,11732.523,10803.061,11685.415,10897.361,11036.126,11507.105,14890.098,11577.314,22853.232,25494.371,23955.094,22513.969,23568.709,22627.625,26019.008,26040.975,25301.508,27213.664,24727.996,27176.621
YLR441C_SK1,46638.676,48188.785,42309.58,44527.89,45576.855,46270.14,48958.684,45736.477,49590.543,50467.324,52480.15,53026.695,79217.3,77984.945,76343.875,71276.664,70003.82,74197.97,82324.97,86563.12,91012.85,85610.445,86510.2,86835.88
YOL121C_SK1,133367.3,147068.22,142530.97,138185.2,129216.02,151651.88,144425.1,135668.86,142432.28,137520.39,151636.84,150069.84,245946.62,241866.19,235651.34,210054.19,240686.34,223684.28,274987.8,257136.11,274999.25,259804.8,269582.25,250259.62
YLR333C_SK1,47750.047,41852.145,56374,48961.22,50206.805,50421.28,47475.547,45300.99,48789.65,45212.266,59395.812,53875.484,75341.84,75205.2,80495.9,76415.19,75703.8,75029.516,91161.44,67557.555,83306.18,77727.41,92252.14,89751.4
YIL078W_SK1,76108.34,76150.92,79545.89,94485.5,93429.92,89324.42,84404.16,86683.99,85614.7,87076.56,104262.11,99382.8,105460.73,144961.17,145836.5,130077.67,125756.8,121384.35,164815,139740.47,154176.52,131413.95,163027.75,152884.2
YDL066W_SK1,77332.734,73827.99,68225.68,61398.613,63889.32,65787.45,53467.17,53528.812,56771.047,69044.4,57614.688,53672.227,70323.03,69073.836,75129.29,60850.1,68016.195,52172.844,96939.46,75618.99,107861.25,94242.59,99240,75012.05
YGR144W_SK1,414204.1,326743.6,394507.75,316613.38,388835.78,331984.97,425968.9,387113.3,395893.12,351372.97,294672.3,373024.7,433685.53,393625.44,443788.9,379586.3,413084.97,395936.25,545703.94,467988.84,599483.56,570421.7,610497.7,524889.75
YLR153C_SK1,65164.496,38687.58,30356.559,38684.797,38597.055,39174.61,53822.426,38898.164,62128.34,38864.445,38364.586,40122.844,49022.973,40418.305,56974.938,65818.85,53931.836,37633.64,71606.28,73339.47,75893.09,75554.69,66899.03,71385.71
YGR264C_SK1,15410.867,14389.261,13853.57,13545.725,14502.666,14274.976,13472.225,12127.008,13513.623,14671.774,12774.413,12937.235,9997.389,14667.887,15848.027,22860.46,14733.01,12486.473,23006.254,25671.293,23211.006,25116.611,21856.445,23353.133
YKR080W_SK1,11711.278,14789.015,8632.861,9922.647,12124.777,10048.52,11160.644,12096.181,13410.311,12289.334,11591.846,11032.818,10510.53,11562.963,13384.05,13802.729,11211.508,8802.1875,16849.914,18684.38,17968.258,15298.992,17017.371,16010.374
YBR025C_SK1,66707.84,54939.17,63994.89,61580.5,58329.844,56958.113,49037.695,40741.047,51597.582,70334.23,58577.883,57366.863,66127.7,63504.51,71065.61,56419.25,91845.33,24632.479,101557.125,106592.375,101150.7,105551.13,78842.98,84598.43
YIL053W_SK1,153162.44,162946.73,182483.06,161689.03,161592.16,154036.72,153314.36,159205.16,102323.88,169228.52,175945.94,171444.88,125804.7,145623.22,160324.62,129562.16,174670.9,109603.58,260983.47,228272.69,278448.7,274056.7,206383.02,206834.1
YDL095W_SK1,20216.299,18324.47,18750.973,17246.969,19933.137,15589.143,19534.97,14576.568,16944.04,12254.012,20637.6,21376.855,24575.127,20368.402,24624.414,15104.482,23962.574,19608.229,32524.176,35829.64,31807.94,30097.027,31653.154,24548.605
YDR150W_SK1,26693.666,26676.002,30738.2,29575.35,29091.441,12930.318,31999.064,13232.748,29753.465,14727.742,27539.387,28401.924,28142.945,27511.701,34673.68,25879.22,34718.188,13929.828,47915.996,45236.438,39706.01,37485.57,42215.418,43394.1
YDR122W_SK1,8196.195,4421.234,7399.994,8046.072,8140.783,6966.269,5189.4316,5795.343,8712.122,4074.2974,8029.366,4992.512,6838.978,5696.862,6512.217,6188.087,4447.4053,4838.5215,10585.912,9204.401,9251.245,9066.252,9936.297,8690.307
YPL273W_SK1,6711.28,9885.648,5097.687,5520.644,12578.469,10082.239,5178.9526,5705.8506,5046.95,5848.626,6351.4824,7316.644,6579.8105,6762.9067,7211.7856,6796.843,5818.2227,6225.332,11062.887,12742.969,12694.551,12831.312,11322.477,11269.564
YPL243W_SK1,4460.711,4905.1284,6023.0254,4844.1357,8242.482,5427.232,4811.7637,4720.4053,5858.458,2792.4497,4720.9355,4978.6016,7013.3994,7530.25,6449.212,7603.774,4038.7205,7903.962,8785.68,9783.397,8527.48,10669.799,9931.71,10825.166
YDR284C_SK1,7512.869,6834.4907,6449.073,5688.4556,5526.146,5161.6455,5219.9795,5058.793,9225.049,6711.414,6137.9854,5118.0396,7921.05,9288.471,9003.048,9183.815,7385.4385,8289.078,9228.918,10912.088,10214.675,10240.164,7696.5273,10603.447
YJR148W_SK1,15047.395,13073.742,12211.812,11223.505,15531.686,11351.105,12265.67,11210.666,14795.646,11957.266,13736.63,12746.344,14725.382,17471.494,17115.512,16288.422,14770.361,14497.471,20759.492,21701.934,21855.54,21272.475,18411.37,19011.215
YOR046C_SK1,18266.316,15801.512,20924.707,17937.605,26213.16,17750.867,16701.764,16276.378,23234.957,18348.375,19331.668,19617.73,20819.629,23096.418,24673.312,24495.86,23073.154,18700.438,28266.77,29829.64,29582.285,29418.955,26388.559,27834.758
YML106W_SK1,24835.102,21403.105,20279.639,21859.033,24775.305,22932.879,22791.756,21778.502,24404.145,22600.832,20916.486,24086.596,23613.521,22255.965,27683.463,33921.395,24398.604,24285.719,34457.902,32426.305,33080.844,29195.52,34327.652,32013.656
YGL148W_SK1,29382.428,29060.871,29868.512,30486.426,27302.244,27949.33,28842.57,29223.018,27422.281,28091.936,27352.531,28020.57,36405.617,37049.668,17466.436,30458.734,34014.41,23951.299,45439.023,41684.625,44127.207,40173.938,47822.46,42885.25
YLR388W_SK1,27886.018,29833.547,28761.924,30365.04,13353.756,15218.568,28713.914,32981.152,24879.678,24528.133,28849.158,29425.012,28702.41,37236.297,31377.09,35909.047,33832.406,34478.87,47063.953,44116.85,40488.33,43890.64,42462.234,42198.11
YCR053W_SK1,58776.242,43993.98,53732.09,83881.06,52989.664,43087.445,49018.15,82472.77,46402.2,40292.117,46115.188,89417.83,77758.92,70441.66,60232.484,67135.34,70525.16,65860.914,130569.87,85153.73,88720.66,90189.35,87335.11,84547.26
YPL226W_SK1,11505.663,10641.477,11170.25,12884.521,11227.935,12134.806,11085.127,10000.481,11533.187,11420.405,11879.113,10849.842,12986.913,11946.705,12863.351,13872.881,13542.426,13363.271,17801.906,16621.877,19675.04,15997.241,17763.781,16611.613
YHR108W_SK1,13702.381,14494.521,13615.045,14679.606,14223.66,14811.93,14708.23,13645.19,16134.919,14994.432,15521.869,14673.889,15330.725,16932.81,16426.88,15630.022,17299.678,15816.485,20864.07,22141.297,21123.807,21711.299,20555.99,22462.602
YPR004C_SK1,15021.504,12827.4795,9799.217,9154.72,10632.76,11551.208,9119.677,11674.824,12849.747,13219.107,10689.481,11120.206,5767.966,11225.312,8007.9033,7511.6885,8761.58,10651.561,17665.252,16234.139,17634.703,15259.207,11419.279,16725.863
YDR483W_SK1,6427.4634,7892.84,5182.584,6610.6157,5788.119,7454.34,5363.0557,6974.4194,7137.345,7459.3936,7044.211,6846.0327,4289.976,6551.3677,4660.6284,5900.883,6141.573,6182.1104,8612.18,8683.734,8925.584,8667.586,7498.1943,8481.273
YPL199C_SK1,19570.71,18782.13,18014.762,17412.12,18889.146,18439.656,18661.814,16535.27,18560.92,18399.93,19126.807,18997.879,15116.121,14857.33,16294.023,14725.726,15344.171,14387.406,24973.768,24420.844,27951.93,26764.805,19454.525,21818.947
