Name_Category,ESM356Leu_D_1_1,ESM356Leu_D_1_2,ESM356Leu_D_2_1,ESM356Leu_D_2_2,ESM356Leu_D_3_1,ESM356Leu_D_3_2,ESM356Leu_H_1_1,ESM356Leu_H_1_2,ESM356Leu_H_2_1,ESM356Leu_H_2_2,ESM356Leu_H_3_1,ESM356Leu_H_3_2,Clb2_D_1_1,Clb2_D_1_2,Clb2_D_2_1,Clb2_D_2_2,Clb2_D_3_1,Clb2_D_3_2,Clb2_H_1_1,Clb2_H_1_2,Clb2_H_2_1,Clb2_H_2_2,Clb2_H_3_1,Clb2_H_3_2
YLR386W,3105.1821,3404.1138,2566.0728,3306.099,2849.245,2818.7778,3894.082,4115.2354,3461.4238,4120.322,3391.9106,3995.0967,2912.6892,3426.0757,2954.149,2855.023,2715.3013,2917.5383,3112.5903,3536.3184,3198.9463,3605.7803,4000.4927,4006.6924
YBR029C,7083.3037,8655.575,7054.6475,9571.784,7077.6426,7989.8335,8322.428,9711.618,7843.6514,10179.372,8921.757,9556.962,7336.0156,6988.0713,7817.948,7131.482,6767.8,8850.192,9494.953,9586.799,9204.668,8745.446,10774.79,9656.845
YOR042W,32257.86,37602.36,33043.652,34897.33,32477.578,30874.383,32839.84,40073.9,40492.58,43424.99,36541.465,36573.23,34793.777,35922.535,35199.82,34837.47,22948.754,35009.34,36921.76,37865.004,35724.855,38161.676,40862.418,37297.055
YER020W,12501.457,8137.4814,13084.361,10972.761,11917.146,10285.166,8094.963,13495.353,12506.538,12955.243,11982.343,11968.58,9655.852,12719.262,11047.467,12151.877,10507.636,9845.477,10947.864,11857.564,10578.215,11329.07,11847.305,12570.591
YIL126W,5597.77,4445.042,6326.9385,5747.162,6086.291,5560.787,4998.0664,5579.632,6070.863,6370.785,5783.3574,5435.3574,5251.0093,5512.9854,4992.915,5033.635,5394.38,4957.375,5217.5933,5513.48,4830.627,5373.5625,6058.536,5744.6914
YBL023C,3184.151,2799.5645,3375.583,3435.4333,2851.6658,3243.7178,2785.018,3985.3625,3865.7043,3836.6377,3396.7876,3298.0933,3205.4104,3170.4448,2672.7952,3424.2747,2755.7324,3091.252,3614.9336,3368.4688,2810.4678,3093.1348,3601.4106,3570.3457
YNL169C,9447.584,8874.672,9172.991,9623.473,9745.996,9652.561,9339.296,9957.139,10631.845,10521.542,10526.282,9400.358,8598.877,9333.836,7080.3936,9147.495,8683.152,9743.559,8822.184,9611.375,8774.184,8971.541,9752.416,10093.398
YDL234C,3714.5972,3665.037,3792.3032,3956.1133,3879.5808,3989.6858,3859.7722,3981.4932,4353.571,4556.4136,4228.259,4044.0928,3738.457,4074.767,3421.475,4005.1736,3608.394,3997.1628,4172.498,4418.637,3626.2158,3562.602,3987.0886,4612.4897
YDR430C,5443.8667,4021.7903,5915.7627,5466.756,5589.702,6342.8916,6098.976,5158.9136,6595.5967,6257.299,5856.3984,6280.7075,5421.858,5437.683,3712.607,5242.9985,4558.9375,4397.1973,4899.41,5077.913,4550.454,5186.403,4991.506,6919.376
YGL097W,13129.345,14135.793,15978.484,14986.871,11927.76,14721.814,13680.692,14048.633,14931.538,15296.98,14400.701,15284.401,13476.278,14967.049,9531.919,13908.648,14198.215,13290.256,14781.545,14206.014,11619.929,14688.944,13805.227,14812.02
YGL253W,253332.1,249811.39,269589.1,277152.56,315283.62,286510.97,305407.66,281682.06,300913.9,310927.5,551235.4,265752.3,286919.38,306446.1,294857.47,307595.7,282954.5,297402.6,291473.16,311994.44,279166.72,298631.94,325373.9,344457.12
YBR059C,6586.327,8580.987,10683.365,9844.654,8159.185,9134.335,8373.92,8295.802,8281.266,10333.076,12687.9,8264.74,7497.092,9150.969,6527.875,9052.695,7282.43,9980.656,6580.777,9325.746,6377.2695,7957.762,10501.195,9638.68
YPL259C,1563.0542,2110.594,2536.991,2496.1514,2294.9746,2311.3623,2099.7976,2318.0137,2547.672,2509.3691,2513.976,2447.3293,2306.6934,2005.2771,1673.433,1869.9995,2117.7822,2324.0889,1834.5027,2071.862,2080.7612,2320.7808,2508.3662,2412.6501
YBR077C,4180.1816,3927.6128,4526.1846,5061.9043,4338.168,4473.655,4711.196,4498.16,4899.912,5365.252,4481.879,4820.2344,4363.607,4634.8677,4118.9907,4442.0635,4008.1182,4426.776,4343.2983,4641.585,4279.7637,4063.7104,4384.0986,5149.2686
YPL190C,10695.518,10778.871,10562.063,12286.269,10419.23,10872.732,11491.32,12731.975,11089.908,13437.277,11097.263,11033.888,10442.455,11460.293,10064.477,11676.584,9775.281,11827.015,9870.608,12006.573,9584.55,11109.79,10935.176,12997.406
YGL252C,13744.45,15381.531,13906.777,16575.838,13244.403,16452.248,14746.504,16643.883,15886.2705,17309.178,15103.805,15189.641,14508.852,14538.182,14388.744,15878.369,13964.785,15542.329,13099.945,15150.768,13763.734,13412.224,14616.779,17401.465
YIL124W,25602.336,30084.195,29842.578,32263.857,26674.742,29896.23,27946.605,32437.12,32163.678,33855.418,30724.336,31849.16,27711.793,30034.516,26771.129,29640.795,25999.445,30358.59,27692.008,31264.26,27422.855,29360.271,29165.744,30975.096
YDR481C,11126.353,11422.661,11310.912,12138.858,12242.81,12287.281,12130.216,13716.918,12312.471,14991.387,13278.464,14222.242,11304.328,11292.511,11398.204,11626.252,11100.219,11810.738,12806.09,12764.365,11646.855,12204.888,12911.004,13548.205
YDR148C,53867.18,41934.434,57308.035,46783.645,58022.465,47749.637,47908.64,40724.727,59731.695,63367.227,60596.867,57406.156,51305.344,40159.56,42316.17,45888.266,54984.35,37777.574,60252.99,58718.33,60032.504,57511.195,63312.906,64705.523
YNL052W,24341.406,21703.516,24536.863,23159.254,24709.688,21049.682,24919.422,23998.854,31474.812,32040.771,29509.898,25528.564,22269.783,20503.484,20049.547,21598.535,19048.896,18923.291,23972.951,21125.975,23165.717,22658.336,26436.533,28351.059
YGR175C,16377.752,14502.629,16133.521,15828.302,17850.217,16884.33,17897.066,15504.9,20580.043,19107.062,22956.756,20340.229,15079.385,13685.766,15300.947,14698.705,13841.063,13522.82,17875.984,16304.579,18639.553,16602.143,18667.312,19889.234
YEL024W,37085.023,34805.805,40215.06,37738.344,38487.27,34473.793,42711.645,42848.695,49823.203,51451.6,50804.668,48280.086,36815.76,33591.14,37127.227,32890.59,33074.91,31290.988,40420.12,40925.113,44876.91,41129.254,45417.836,42656.68
YLR058C,275840.25,210532.25,261821.78,255455.89,306975.25,268435.16,269318.3,226120.72,326993.3,271864,320248.8,276658.75,247427.02,202442,267531.2,232475.44,274611.2,228818.16,304408.34,246538.47,291631.84,233675.47,348662.3,257412.22
YDR019C,37494.77,33295.625,40481.613,36142.41,46433.812,37003.137,43782.46,39887.453,46169.316,40667.402,51295.29,45442.492,39847.094,32476.535,38458.875,32530.877,39640.273,32840.316,46637.867,39785.957,48039.234,39250.125,49909.9,40824.75
YOR221C,7570.5933,7500.3364,8719.282,7953.159,10196.369,8297.63,10286.01,8427.765,10414.143,8957.67,10187.966,8768.171,9252.395,7800.5815,9352.539,6688.452,7672.386,7028.421,9692.232,8146.369,10706.65,8679.997,10764.744,8570.22
YOR230W,183882.86,164037.98,191536.16,179912.7,201671.75,181856.44,203188.55,192059.95,248659.39,218403.39,242001.1,217535.14,192205.84,180887.95,186997.14,179475.38,194217.83,172485.28,223056.34,203053.52,226591.86,209012.1,243722.03,220885.25
YDL116W,4249.8535,3888.096,5075.6763,4446.661,4840.081,4267.019,5217.5317,4793.2188,5593.9575,5608.2783,4868.48,4735.756,2881.6367,4333.5513,3956.9487,4345.7217,4458.283,3669.8052,5144.797,4472.7544,4393.6655,4653.7065,5339.055,5273.1567
YHR051W,46139.996,42101.426,46298.914,42308.01,48190.805,45315.08,56992.125,48735.668,58992.414,54748.375,56327.47,47906.504,47811.312,40656.26,46530.94,48316.16,42669.98,41837.113,53329.074,51461.58,52150.625,42837.152,51014.383,59605.28
YOR065W,52973.08,53209.594,53232.785,53619.926,56748.574,60224.023,60992.54,60092.04,71400.67,75954.69,61077.2,66359.15,54086.39,52908.453,51499.75,53716.625,52763.035,50957.96,61318.57,62612.406,53910.836,52151.094,63892.625,67243.75
YPL049C,6840.314,6632.12,6583.917,7871.1353,6578.6436,7161.694,7651.3896,8294.487,8655.231,9825.966,8762.614,8325.425,7368.71,6893.13,7167.263,7473.9604,7270.4604,6107.875,7866.241,7765.157,7349.1035,6770.913,7945.1187,8826.036
YPL086C,6015.366,5807.255,6197.4844,6454.79,6187.2905,6123.04,7006.5273,7438.74,7655.255,7576.867,7450.015,7015.836,6741.142,6521.136,6161.791,6598.36,5924.8057,6075.2427,6897.239,7189.965,6797.593,6720.9395,7429.577,7488.1626
YBL045C,72456.766,70202.45,83693.164,77419.3,79210.805,70878.26,84831.484,85569.664,96580.97,104605.836,100728.984,89828.55,81991.24,81545.195,74824.766,79512.69,89597.33,78034.5,90331.65,93856.65,86154.26,91461.33,88933.84,91915.125
YGL187C,66790.55,65918.88,69230.74,62472.543,64651.945,66230.89,74333.516,82614.71,83135.37,91925.36,84998.72,88181.64,70326.36,73818.45,68828.44,70789.72,64164.72,69310.76,77734.45,86565.055,76236.04,79920.03,79510.54,87959.84
YJR148W,72867.734,63834.367,73281.09,71338.53,71153.29,68747.15,89265.875,86699.586,92902.09,87173.77,87104.79,89802.2,79137.31,71349.88,78820.16,76136.13,70219.55,70843.08,89740.71,86287.2,88300.11,90587.98,89946.59,95415.5
YLR304C,102476.3,98635.586,102083.164,101946.27,95053.51,89632.78,117148.805,117460.14,130954.484,130100.33,141623.94,136727.84,119899.16,113041.99,116467.266,112445.38,108065.53,108632.83,140583.36,141568.16,137412.64,135240.12,145806.31,138195.33
YLR257W,13889.424,12379.848,13897.367,12422.192,12622.801,11676.984,16491.48,16251.726,17759.873,17085.871,18422.525,17701.322,14600.135,14336.33,15802.516,16361.521,15563.096,15268.162,19268.537,18827.928,19900.66,20091.68,20787.877,20252.223
YLR089C,19057.238,17976.094,19486.074,17981.902,21146.695,19737.215,26962.545,25994.936,25230.707,24154.123,28687.729,24379.887,21114.984,20683.318,22002.34,22947.438,21400.549,22824.928,25568.418,29813.16,27211.166,28269.059,27295.56,28142.262
YJL200C,9996.56,7901.6187,9982.266,9384.047,11581.648,9870.137,12294.744,10310.021,14858.835,11191.693,15545.941,12275.063,11094.347,10861.551,10583.238,10291.657,10239.732,10603.859,13186.952,13165.366,13440.159,12329.703,13865.999,13289.286
YKL001C,7370.754,6264.3936,4790.478,6801.8555,6240.614,6001.6157,8845.515,6938.881,10864.657,11058.6455,7021.561,9865.119,7344.846,8584.545,6088,7231.3447,4155.0127,6385.221,9803.095,9179.499,8986.044,9863.706,10118.578,8571.997
YLL041C,12978.709,11341.552,14857.08,11374.676,14768.877,10840.792,18573.836,11632.914,22275.547,16973.371,23672.523,19183.059,17937.89,13664.668,13312.32,13034.383,13615.002,12668.833,19063.074,18540.836,19805.318,18067.908,19853.094,18530.34
YDR272W,13399.622,13381.965,13935.599,13990.6,15285.527,14147.074,16474.715,16607.27,27914.098,19129.463,23221.145,23546.9,15272.697,15293.718,18638.844,17575.73,14844.021,15959.479,18918.127,19959.639,21640.453,21318.59,21017.914,21365.676
YFR030W,14542.661,12317.736,14846.834,16660.145,15072.846,15676.891,17146.016,17925.781,23488.479,25344.033,24333.738,24907.855,18764.092,16067.275,17660.676,17543.006,15814.16,16583.932,23169.447,24652.08,23954.945,27398.14,26381.719,25786.455
YKR066C,47674.99,45863.914,51698.46,50029.37,55812.47,50845.094,64567.938,62838.88,74138.39,71661.91,77556.61,70606.86,60801.566,53557.92,59561.652,56522.92,46398.05,55109.59,71537.15,68261.305,64794.53,65553.61,73773.17,72619.84
YPR139C,13492.418,12227.906,14654.723,16566.746,16400.234,17982.305,15088.17,15676.833,16311.033,17942.613,14502.186,17558.281,13398.99,13042.1,16176.584,13731.535,13994.612,14296.74,14410.325,15798.198,14501.784,17346.59,18677.764,18284.578
YDR472W,2743.9727,3335.3013,3713.69,3870.416,3515.03,3363.0684,3269.409,4077.1587,3333.4424,4026.395,2891.3857,3604.0264,3184.2986,2813.517,3285.247,1963.4436,3374.8108,3611.9385,3293.6191,3414.9585,3403.4292,3352.9482,3602.4016,4083.167
YDR280W,6119.974,7582.712,7822.041,8499.989,8091.7905,8078.404,8604.273,10020.393,8953.931,8984.279,8354.731,8022.751,8202.339,6701.954,8183.6143,6173.2744,8047.172,7929.5547,8514.376,8394.294,7895.992,8654.5205,9849.176,8708.35
YCR067C,5566.346,5724.5234,5273.0645,5904.8105,5254.6084,6113.709,5931.351,5888.722,6426.875,6961.9326,5848.3516,5495.135,5652.382,5854.174,5128.726,5874.789,5420.0244,5592.506,6197.4346,6099.789,5207.701,5726.0283,6580.077,6977.5107
YGR048W,9764.776,11149.366,8994.786,10679.835,10196.668,11258.177,10580.274,12539.107,11097.957,11919.357,11351.229,12061.942,10809.774,10668.448,10420.118,11233.259,10401.652,11033.901,10244.037,11365.343,10812.625,10952.037,12045.762,13728.23
YAR002W,7295.7363,8072.8477,7233.756,8015.838,7613.336,8179.8237,8698.531,9001.395,8909.754,9630.283,7963.162,8322.109,7752.43,7856.1895,7817.912,8425.747,7846.774,8156.2363,7799.3784,7915.968,8512.61,8518.707,9292.205,9762.928
YPL235W,29814.947,32994.27,31730.56,34017.984,30815.5,33185.62,30435.504,35331.38,35025.543,37487.77,32976.54,36811.223,32886.46,33848.574,33083.184,35858.637,30723.295,34525.07,31830.82,35830.805,30393.422,34741.73,35610.08,37083.562
YFR006W,23140.986,24468.418,23695.262,26645.617,23601.607,26248.64,23735.482,27196.91,27242.07,28364.934,24493.71,27679,24155.55,26783.035,23237.775,26667.115,24081.328,26072.617,24740.861,27719.498,25374.826,28029.434,26470.945,29331.963
YBR079C,27820.873,31539.033,28052.006,32809.36,30105.34,29263.938,30870.537,34199.973,33146.043,37459.383,32175.078,35244.926,29280.31,35149.234,29357.365,36110.33,31053.168,33323.812,30657.787,34911.586,31942.414,35350.89,35687.055,38514.688
YBL051C,4590.705,4923.463,4853.1772,5268.5728,4599.4844,5470.376,4908.048,5861.122,5741.461,5771.0654,5399.0293,5778.335,5206.623,5595.716,4942.3306,5689.502,4520.9,5396.486,5328.122,5627.228,5232.0933,5372.2905,5764.174,6131.284
YLR384C,8890.389,10613.502,9328.405,10423.643,9751.722,10661.955,9628.277,12038.121,10209.977,12278.899,10536.248,11122.706,9021.329,11288.988,10791.249,11781.387,8466.688,10836.97,9480.247,10855.254,10147.352,11189.298,11595.665,11456.734
YGR173W,8047.4985,9782.577,8261.392,9705.858,8434.455,9088.207,9435.133,11211.243,9798.551,10956.588,9170.998,10536.9,9799.998,9572.702,9266.122,9981.498,8045.8447,10121.835,9713.427,9600.303,9114.675,10013.688,10427.672,10205.393
YDL111C,3460.8457,3785.32,3156.8735,3997.7766,3098.442,3716.072,3437.7185,4058.3928,3279.056,3948.9995,3883.2153,4293.88,3382.727,4047.8774,3692.809,4261.782,3575.2505,4073.5977,3777.385,4218.383,3844.7021,4078.2485,4098.658,4413.814
YJL184W,9135.954,9897.45,8869.965,11221.844,9553.857,9983.905,9322.387,11881.014,9811.224,12242.436,10725.568,11141.474,8924.121,10971.857,10615.997,11073.125,9588.828,10491.083,10596.399,12116.508,11409.318,10395.476,12071.989,12991.619
YNL002C,4807.8438,5380.3037,4522.085,5366.4497,4785.372,5405.8887,5316.4434,7195.9756,5582.551,6152.764,5490.377,5869.849,4922.9766,5687.8574,5335.08,5669.5117,5106.6704,5468.195,5697.5527,6131.462,5892.6323,5862.0957,6086.647,6541.3477
YBL091C,13352.928,13692.029,12803.24,15000.918,14142.557,13381.355,14478.046,16917.607,13920.951,16578.703,16052.329,16259.68,15540.219,16965.564,14840.963,16795.664,14303.207,16110.04,15189.087,17698.64,15266.814,17060.033,15750.596,19213.588
YDR214W,36522.855,37180.266,40144.082,39965.43,32304.922,33153.707,37772.805,43139.336,40818.758,45571.504,39727.25,44751.96,41338.953,43990.13,43050.14,38349.836,39585.727,43265.9,41702.242,47367.348,42155.03,47828.406,36561.363,48728.16
YJR014W,14200.268,16089.27,14101.548,15441.457,13448.188,13421.514,17718.668,20423.258,15491.406,20709.156,15108.958,19674.865,16246.733,16583.977,18965.062,18694.252,17976.803,16771.44,18307.316,20905.605,17302.11,20546.455,17876.488,21482.64
YGR229C,4564.605,5193.266,4918.3135,5384.335,4792.3584,4507.3047,5849.921,6688.4673,6150.5513,6486.5664,6344.6523,6629.92,5875.244,5956.8955,6218.707,6463.3945,6178.4644,5770.063,6646.883,6790.294,6647.383,6905.723,6537.2505,6790.925
YDL178W,9055.824,11620.446,9962.668,10722.666,7732.7026,10345.239,10862.718,12829.308,10510.4,11766.869,10791.416,11509.385,10935.22,10789.391,11298.501,13843.892,7275.1733,11532.397,11176.833,11669.192,10700.326,7781.953,11316.084,12325.97
YPL249C,6496.154,8327.484,6696.1494,8249.6,6550.255,6575.918,7375.861,9074.805,7217.426,9959.705,8099.4736,9209.087,7523.7344,6914.1914,7253.7583,8949.045,6811.051,8466.038,7786.252,8260.879,6957.5635,7272.506,7324.2637,10135.193
YJL148W,3622.0994,4291.579,3701.224,4628.116,3685.7717,4751.7925,3770.0134,4693.8447,3907.0225,5423.296,3876.6216,4963.9834,4404.0264,3788.4175,4484.187,5058.622,3892.7134,4901.457,3984.5923,5183.267,4701.965,3526.028,4837.764,5970.66
YHR019C,76651.664,87236.58,83051.72,97048.875,83039.69,82200.75,87597.66,100195.805,92912.84,104775.59,91731.9,104391.19,95660.72,121358.91,98467.89,110587.17,84773.72,104098.625,89924.81,98410.28,91749.73,86348.81,97491.79,115513.586
YBR039W,72151.63,84428.234,70185.664,90885.89,71260.73,90352.586,66285.15,91285.05,84110.75,90449.59,81313.19,92026.88,87664.48,88434.56,82012.5,92969.95,71977.64,87821.016,87889.05,92952.24,86979.44,79345.75,96195.41,95878.97
YGR235C,5961.7607,6800.1562,6922.074,8088.8843,6519.6963,8127.2456,7070.4043,8226.578,8720.999,8610.558,7409.823,8218.756,8716.146,8612.15,7937.8833,8560.652,7498.0254,8478.838,9063.562,9443.316,8367.6045,7578.883,9032.783,9063.606
YOL151W,50052.926,51252.68,49457.438,53379.414,46186.42,54628.246,53533.633,63767.65,53411.77,63869.594,53798.84,57285.04,54278.418,59098.99,49417.02,51315.93,52512.81,55329.953,55365.88,59431.734,53828.867,52015.63,65289.266,59786.625
YHR070W,3636.492,3904.5332,3509.7632,3976.6572,4149.711,4209.158,4701.746,4858.568,4024.8218,5126.136,3542.9307,4319.835,3288.5244,4508.0195,3648.7297,4596.657,4053.359,3994.816,4447.1074,4837.9844,4123.9146,4252.042,5314.453,5377.859
YIL038C,5216.7876,7276.67,5991.7295,6461.808,6470.6353,7159.9204,9139.811,7803.1035,6834.2734,7633.2256,6610.545,6497.55,6941.932,6324.9136,6397.6284,7918.6284,5984.077,6604.232,6406.314,8019.7197,7015.6553,6327.7256,7445.7603,8981.44
YLR219W,4298.0923,4764.9404,5381.31,5444.9497,5097.883,5278.7944,6528.241,6381.2603,6179.0586,5842.6704,5709.161,6005.5547,4797.8877,6236.313,5262.3164,5685.8267,4882.9556,5854.375,5869.902,6733.729,5834.596,6019.208,6581.3755,6823.1533
YHR167W,5957.387,6367.2334,6717.165,6826.2964,6506.11,6655.213,7000.5776,7959.741,8577.459,9218.868,6791.996,7472.678,6683.195,7380.107,6565.035,7291.499,6354.579,7170.344,7087.1245,8111.639,6884.0674,6489.785,8221.953,8913.168
YHR097C,5538.2734,5737.742,5312.4263,7114.091,5454.1396,6492.4673,6760.802,7770.0054,6941.9595,8053.3037,6159.3545,6340.318,6261.052,7515.277,6087.744,7631.6514,6123.91,6744.0503,6364.1455,7863.48,6725.967,7342.066,7297.5576,8394.258
YNR046W,7657.2856,8769.319,8463.091,9308.99,8851.152,10293.746,10300.354,10290.745,11527.249,12221.05,9628.71,10097.859,9887.994,12231.802,9299.016,9829.225,9046.73,10620.869,10942.178,11976.981,9918.229,9627.91,10490.357,12898.507
YDR505C,1597.3726,1799.5165,1771.3527,2071.623,2127.245,1989.2941,2307.7158,2228.1245,2504.4902,2689.2563,2546.021,2171.3206,1888.8657,2748.8835,1633.0537,2411.5356,2004.528,2512.7158,2204.9438,2653.9512,2040.5315,2479.6826,2411.2861,2947.0178
YLR373C,3013.1753,3139.13,4053.0715,3677.2114,2960.2449,4778.5674,4057.4985,4200.2495,3159.92,4850.1855,3729.6497,4515.048,3839.351,4489.668,3725.4663,2917.9473,3477.2913,4259.2856,3578.2202,4488.6953,3586.5815,4524.2627,3473.312,5710.802
YLR335W,12697.724,15460.27,13779.49,16876.7,13907.113,15261.705,15515.684,19439.205,17249.201,21053.803,18086.043,19649.414,16312.705,17286.809,18025.387,13894.625,14967.237,18683.717,16779.582,19575.39,17032.395,18618.363,19051.262,22624.318
YNL059C,4487.223,4341.5894,4789.199,6067.688,4651.1797,5651.7046,6274.3813,6531.511,6746.3677,6513.37,5911.7666,6602.14,6062.367,6311.239,6562.0522,6196.002,5995.745,6017.8564,5818.7734,7361.49,6706.324,6103.763,5729.413,8071.8975
YMR308C,9678.015,10703.809,9847.067,10850.401,10569.653,9708.475,10471.259,10528.1875,10889.77,11006.649,9724.791,10536.697,10067.39,10665.955,10157.866,9924.046,10570.99,8660.832,9254.171,10286.971,10252.53,10605.379,11675.014,11785.218
YJL068C,20353.29,22375.436,23408.445,24122.016,24387.447,21336.336,24490.715,22645.908,23558.746,26457.934,23920.967,23494.646,22175.637,23274.098,23249.121,22328.176,24713.688,24119.254,24450.95,26092.783,23008.123,23842.908,25526.402,25694.97
YOR046C,30477.688,35536.797,35158.266,36765.55,41052.5,36437.523,40220.52,38304.953,39086.453,42133.78,35232.35,37083.3,36075.777,38029.03,37973.57,37482.875,35957.11,36304.32,38241.15,37058.098,36926.977,38159.004,40219.227,40595.086
YBR126C,143887.72,141932.64,147256.12,140439.98,144337,140515.66,141044.33,133567.97,146933.28,146145.02,143080.53,132967,152064.11,145918.05,143091.7,135983.95,88697.11,144392.75,139362.67,139008.5,132566.44,136219.12,132239.69,146781.25
YEL040W,24744.111,21710.742,18340.375,21551.996,23614.367,22530.121,25346.893,20038.832,9764.954,20485.836,16678.086,20868.89,15071.654,21769.281,29510.945,22683.973,5656.5015,22107.408,22186.395,19439.865,21966.742,20176.008,17086.04,21342.506
YOL004W,8633.53,8644.15,8535.886,10153.3125,9164.253,10127.357,7911.204,9231.346,7720.6406,10025.919,7688.9824,9173.907,8404.17,9922.277,8999.282,9262.59,4779.9556,8066.6895,8336.258,8907.699,7950.835,8825.536,6837.6743,9988.415
YIL043C,29039.3,30396.873,32192.53,30372.254,30292.441,29986.04,31029.572,32940.58,28405.732,33605.9,29326.023,29922.13,28538.705,34122.914,31470.121,30781.463,16070.887,30147.871,28023.027,32554.092,28785.121,31586.691,31113.584,32096.309
YNL123W,7127.8535,7531.7715,7252.211,8417.268,8000.612,8082.3604,8082.7256,8141.6143,7381.869,8332.955,7818.79,8168.379,7183.974,8317.394,7097.6157,8376.174,4912.0903,7157.113,6229.309,8148.7363,6978.0444,8315.811,6481.3223,9329.266
YIL027C,11605.104,13320.627,12419.023,14404.204,13396.902,14404.261,12719.868,13763.721,12235.398,15214.991,12494.811,13982.764,11400.469,13275.488,11867.866,14507.868,7302.449,13320.348,12268.717,13904.289,11439.065,14093.986,13697.887,15065.058
YDR388W,38534.91,40630,40672.867,44573.586,43543.1,45339.445,40728.805,44730.688,43923.496,48762.22,40805.09,47790.156,39692.55,47915.15,44910.875,45290.348,26198.236,43139.574,40760.426,40471.566,41652.227,38516.562,40212.266,48877.5
YGL014W,3307.066,3316.7837,3209.5376,3949.9827,3527.8154,3805.0278,3711.648,4278.8345,4084.2642,4116.744,3716.3076,3598.981,4117.7065,4139.932,3955.0718,3822.3735,2133.0044,3323.936,3530.8296,3894.0146,3648.7068,3612.7866,3710.3757,4316.666
YJL123C,31627.453,30203.2,32692.73,34557.12,31296.21,33072.227,33426.7,34463.273,33429.227,34843.535,32429.723,31032.34,31481.344,35192.688,32048.977,32999.016,23704.744,31040.982,32236.66,31922,31129.152,32745.281,33739.01,36502.742
YIL133C,91401.336,92167.72,92609.984,92482.61,95496.2,92949.65,89722.36,94277.73,102020.67,100670.27,96927.45,94990.7,101723.59,99375.25,103913.23,104373.484,69001.15,101926.17,101717.28,100647.59,105312.766,101027.19,113269.06,110947.95
YFL005W,68590.1,66603.98,72278.17,69870.65,76006.58,70491.25,65333.867,67666.414,73686.56,69305.76,66975.39,73280.33,72587.78,69183.25,73814.375,77192.94,51468.46,72268.734,51478.812,73883.47,69055.16,71899.266,78053.17,78913.22
YBL030C,307719.88,372599.75,425339.88,365862.2,358436.75,412353.25,318735.8,353180.06,371126.2,362518.12,401376.38,330902.44,390411.12,392188.8,472624.75,349849.2,275693.3,333754,299273.9,357663.03,392956.2,389191.47,415480.2,408425.56
YCR088W,112625.8,117305.59,103504.016,125946.94,111788.11,116392.03,100939.195,113130.98,123055.1,129087.55,108583.664,106572.055,112499.016,119941.2,114456.3,124713.19,94495.125,125063.57,116961.29,115205.31,112674.3,116944.28,119987.25,129761.83
YPL237W,19825.652,21176.32,18930.2,21684.357,21331.164,22195.146,18559.07,20979.293,20516.014,23240.975,19592.771,20078.979,21263.752,22464.365,21979.281,22629.93,18048.32,21309.465,20316.44,22138.924,21946.504,22704.41,23844.148,23558.033
YML056C,12184.455,11285.105,12821.033,11481.1455,11074.557,13013.985,10522.107,11395.7705,12465.508,10529.319,12071.072,12748.465,13605.289,12151.058,13599.751,12481.356,11798.8,13323.709,14233.9375,12296.48,13772.289,12338.506,12336.865,12467.991
YJR123W,333361.62,269945.53,325447.25,126195.44,316292.97,247400.97,337173.12,180223.9,308593.6,126891.08,274862.25,283627.25,322064.28,297707.8,321307.38,313275.38,332326.34,326510.6,352275.06,298086.25,325171.66,226110.16,333681.5,203234
YLR345W,7257.519,6480.284,7429.066,4474.8633,8447.513,7779.2373,8723.275,3689.755,9693.016,4607.289,7280.425,7869.4185,7431.493,4984.283,7508.442,4632.817,8041.751,8402.967,7837.0635,8284.4,8019.3066,4535.7715,7995.504,3658.697
YHR025W,50184.21,52339.406,50327.25,31501.863,55077.727,50556.574,56571.293,35592.098,60281.2,36640.336,49087.055,47336.484,53060.92,56492.77,48694.066,54391.496,55374.594,44247.047,55997.746,39877.88,55479.992,41506.938,61024.375,36182.523
YER091C,393152.06,388316.84,414737.3,303347.75,425043.44,411580.44,414690.66,295759.06,454486.94,227544.72,419103.75,490691.75,419821,431445.78,382677.75,398920.62,380894.97,339635.44,441664.4,413067.06,449357.7,304965.2,486371.1,315072.2
YDR127W,69737.76,65378.973,73208.32,51147.855,77969.28,72788.266,77565.58,53760.52,83057.516,68120.66,73042.19,74207.83,78203.484,77294.97,77855.8,75621.62,76651.95,68055.45,84678.67,67280.734,84069.71,64675.637,83591.016,66107.74
YGR061C,44718.867,42403.33,45861.477,38427.5,48373.9,45077.727,50645.234,39229.05,51856.26,46121.844,47086.336,50117.89,48204.11,48615.492,44348.4,47621.492,46924.934,42353.61,50013.004,46561.016,48567.14,38913.66,54569.54,42808.312
YOR122C,69315.195,64906.504,77688.69,85856.59,70021.67,61873.047,81421.75,55688.984,72081.25,76682.42,77918.39,89892.61,80463.47,74999.9,73618.23,87851.234,79414.51,83739.98,88347.375,82138.69,87844.016,62293.504,80633,54754.04
YOL126C,13474.107,13835.635,14276.152,8586.855,13548.189,14859.049,12837.059,14938.765,12195.021,16270.6,15040.946,15464.967,17595.203,18530.195,17672.771,19118.898,17550.41,14372.938,17531.086,17018.957,14710.859,8386.077,18848.938,9279.541
